,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN1637,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1638,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1639,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1640,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1641,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1642,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1643,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1644,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1645,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1646,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN1647,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN1648,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN1649,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN1650,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN1651,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1652,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1653,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1654,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1655,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1656,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1657,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1658,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1659,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1660,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1661,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1662,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1663,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1664,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1665,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1666,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1667,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1668,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1669,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1670,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1671,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1672,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1673,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1674,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1675,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1676,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1677,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1678,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1679,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1680,Cumulative Emissions since 1990,X1990_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1681,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN1682,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN1683,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN1684,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN1685,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN1686,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN1687,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN1688,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN1689,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN1690,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN1691,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN1692,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN1693,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN1694,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN1695,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN1696,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN1697,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN1698,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN1699,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1700,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1701,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1702,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1703,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1704,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1705,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1706,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.6,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1707,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.6,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1708,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Income per capita,GNI_pc,0.7,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1709,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN1710,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
RUN1711,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.4
RUN1712,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.3
RUN1713,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.2
RUN1714,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.1
RUN1715,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN1716,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN1717,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN1718,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN1719,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN1720,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1721,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1722,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1723,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1724,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1725,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1726,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1727,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1728,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1729,Cumulative Emissions since 1990,X1990_2024,0.2,Gross National Income per capita,GNI_pc,0.6,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1730,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.5
RUN1731,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.4
RUN1732,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.3
RUN1733,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.2
RUN1734,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.1
RUN1735,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1736,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1737,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1738,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1739,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1740,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1741,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1742,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1743,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1744,Cumulative Emissions since 1990,X1990_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1745,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.4
RUN1746,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.3
RUN1747,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.2
RUN1748,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.1
RUN1749,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1750,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1751,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1752,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1753,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1754,Cumulative Emissions since 1990,X1990_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1755,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.3
RUN1756,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.2
RUN1757,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.1
RUN1758,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1759,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1760,Cumulative Emissions since 1990,X1990_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1761,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.2
RUN1762,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.1
RUN1763,Cumulative Emissions since 1990,X1990_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1764,Cumulative Emissions since 1990,X1990_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.1
RUN1765,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.7
RUN1766,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.6
RUN1767,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN_Index,0.5
RUN1768,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN_Index,0.4
RUN1769,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN_Index,0.3
RUN1770,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN_Index,0.2
RUN1771,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.7,UN Multilateral Engagement Score,UN_Index,0.1
RUN1772,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN_Index,0.6
RUN1773,Cumulative Emissions since 1990,X1990_2024,0.1,Gross National Product per capita,GDP_pc,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN_Index,0.5
