,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN704,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN705,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN706,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN707,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN708,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN709,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN710,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN711,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN712,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN713,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN714,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN715,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN716,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN717,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN718,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN719,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN720,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN721,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN722,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN723,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN724,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN725,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN726,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN727,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN728,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN729,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN730,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN731,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN732,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN733,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN734,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN735,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN736,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN737,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN738,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN739,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN740,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN741,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN742,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN743,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN744,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN745,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN746,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN747,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN748,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN749,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN750,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN751,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN752,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN753,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN754,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN755,Cumulative Emissions since 1950,X1990_2024,0.6,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN756,Cumulative Emissions since 1950,X1990_2024,0.7,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN757,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN758,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN759,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN760,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN761,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN762,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN763,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN764,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN765,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN766,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN767,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN768,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN769,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN770,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN771,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN772,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN773,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN774,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN775,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN776,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN777,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN778,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN779,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN780,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN781,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN782,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN783,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN784,Cumulative Emissions since 1950,X1990_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.7,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN785,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN786,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN787,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN788,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN789,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN790,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN791,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN792,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN793,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN794,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN795,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN796,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN797,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN798,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN799,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN800,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN801,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN802,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN803,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN804,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN805,Cumulative Emissions since 1950,X1990_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN806,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN807,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN808,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN809,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN810,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN811,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN812,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN813,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN814,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN815,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN816,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN817,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN818,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN819,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN820,Cumulative Emissions since 1950,X1990_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN821,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN822,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN823,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN824,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN825,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN826,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN827,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN828,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN829,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN830,Cumulative Emissions since 1950,X1990_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN831,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN832,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN833,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN834,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN835,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN836,Cumulative Emissions since 1950,X1990_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
